OID_,loc_source,source_ID,Tract_name,Area_Name,Name,Name_other,Country,State_Prov,County,Lat_NAD83,Long_NAD83,SiteStatus,Dev_Status,DevStatSo,SiteRank,SiteRankNo,Dep_type,DepTypeSo,I_POLYID,I_Distance,NR_I_LABEL,NR_I_NAME,NR_I_STYL,NR_I_LITH,NR_I_MNAGE,NR_I_MXAGE,SG_I_LAB,SG_I_NAME,SG_I_MJR1,SG_I_MJR2,SG_I_MJR3,SG_I_GNLTH,SG_I_MNAGE,SG_I_MXAGE,I_AGE,C_POLYID,C_Distance,NR_C_LAB,NR_C_NAME,NR_C_AGE,NR_C_LNME2,SG_C_LAB,SG_C_NAME,SG_C_MJR1,SG_C_MJR2,SG_C_MJR3,SG_C_GNLTH,SG_C_MNAGE,SG_C_MXAGE,MRDS_com1,MRDS_com2,MRDS_com3,KLEIN_met,IGS_ComL,MBMG_COM,DMEA_COM,MRDS_ore,MRDS_gangu,MRDS_othr,MRDS_PrRes,KLEIN_MTon,KLEIN_PrYr,SPANSKI_W,SPANSKI_Pr
159,MBMG_38,MBMG_38, , ,Jumbo Mine, ,USA,Montana,Granite,46.594625405800002,-113.600620359999994,Site,Unknown,MBMG,1, , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,7397,1871.000000000000000,Yhw,"Helena Formation and Wallace Formation, undivided",Middle Proterozoic,metamorphosed carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , ,"Au, W", , , , , , , , , 
160,MBMG_41,MBMG_41, , ,Henry, ,USA,Montana,Granite,46.529628189800000,-113.073690463999995,Site,Past Producer,MBMG,1, , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , ,"W, Au", , , , , , , , , 
161,MBMG_42,KLEIN_179; KLEIN_181; MBMG_42; MRDS_322,Cretaceous GFTZ,Philipsburg,Thompson Lake Prospect,Ho Claim Group; Tommy,USA,Montana,Granite,46.381327720500003,-113.048084087999996,Prospect,Occurrence,MRDS,3, ,Skarn,MRDS,2459,85.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8936,572.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , ,"Ag, W, Mo","Cu, Zn", ,"Ag, W, Mo, Zn, Cu", ,"W, Zn, Mo", ,"Chrysocolla, Malachite","Pyrite, Quartz", , , , , , 
162,MBMG_48,MBMG_48,Cretaceous GFTZ,Philipsburg,Dewey Prospect, ,USA,Montana,Powell,46.443227072900001,-113.017784477000006,Site,Raw Prospect,MBMG,1, , , ,2459,164.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8913,803.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , , ,"W, Ag, Pb, Cu", , , , , , , , , 
163,MBMG_49,KLEIN_91; MBMG_49; MRDS_59,Cretaceous GFTZ, ,Corbin Mine, ,USA,Montana,Powell,46.872137062900002,-112.874482588000006,Site,Past Producer,MRDS,2, ,Vein/replacement,MRDS,2358,547.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8447,0.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,Au,"Pb, Ag",W,"Au, Ag, Pb, W", ,"Pb, Au, Ag, W", ,"Galena, Gold, Scheelite","Limonite, Pyrite, Quartz", , , , , , 
164,MBMG_63,DMEA_20; MBMG_63; MBMG_64; MRDS_247,Cretaceous GFTZ,Northern Boulder,Prentice Property, ,USA,Montana,Lewis and Clark,46.747437014399999,-112.291447942000005,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,2363,182.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8582,0.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,W, , , , ,W,W, , , , , , , , 
165,MBMG_66,MBMG_66,Cretaceous GFTZ, ,Keystone, ,USA,Montana,Madison,45.698526343600001,-112.318635682999997,Site,Past Producer,MBMG,1, , , ,1183,0.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,3243,451.000000000000000,MDtj,"Three Forks Formation and Jefferson Formation, undivided",Mississippian-Devonian,carbonate sedimentary rocks, , , , , , , , , , , , , ,"Au, Ag, W", , , , , , , , , 
166,MBMG_86,KLEIN_161; MBMG_86; MRDS_233,Cretaceous GFTZ, ,Perry Canyon,Perry Canyon Tungsten,USA,Montana,Madison,45.751326709399997,-112.130527455999996,Prospect,Occurrence,MRDS,4, ,Skarn,MRDS,1212,332.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,3181,36.000000000000000,MDtj,"Three Forks Formation and Jefferson Formation, undivided",Mississippian-Devonian,carbonate sedimentary rocks, , , , , , , , ,"W, Mo", , ,"W, Mo", ,W, ,Scheelite, , , , , , , 
167,MBMG_9,KLEIN_178; MBMG_9; MRDS_315,Cretaceous GFTZ,Philipsburg,Sunshine Mine,Sunshine; Tarlach; Tarlach Mine; Tungstar Mine,USA,Montana,Deer Lodge,46.107424692499997,-113.269189660999999,Site,Past Producer,MRDS,2, ,Vein/replacement,MRDS,1987,929.000000000000000,Kqdt,Cretaceous quartz diorite-tonalite suite,plutonic,"quartz diorite, tonalite, trondhjemite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7809,0.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,"Ag, W","Pb, Cu, Zn",Sb,"Ag, W, Pb, Cu, Zn", ,"Ag, W", ,"Galena, Scheelite, Sphalerite, Tetrahedrite","Calcite, Quartz", ,"40 tons 0.5%WO3, 5.18 opt Ag", , , , 
168,MBMG_93,DMEA_23; KLEIN_74; MBMG_93; MRDS_22, , ,Birdie,Birdie Mine,USA,Montana,Silver Bow,46.017726484299999,-112.447550448000001,Site,Past Producer,MRDS,1, ,Vein-wolframite,MRDS,1136,0.000000000000000,Kgap,"Cretaceous leucogranite, aplite, and pegmatite",plutonic,"leucogranite, aplite, pegmatite, granophyre, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Ag, W",Cu,Sb,"Ag, W, Cu", ,"Ag, W",W,"Huebnerite, Tetrahedrite", , , , , , , 
169,MBMG_98,MBMG_98,Cretaceous GFTZ,Pioneer,Copper Contact Claim, ,USA,Montana,Beaverhead,45.399925119099997,-112.815062596000004,Site,Unknown,MBMG,1, , , ,1266,0.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,4036,22.000000000000000,[PMsrmg,"Snowcrest Range Group and Madison Group, undivided",Pennsylvanian-Mississippian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , ,W, , , , , , , , , 
170,MRDS_10,MRDS_10, , ,Beaverhead Nation Forest,Mountain Rose Claim,USA,Montana,Madison,45.574893474299998,-111.960047471999999,Site,Prospect,MRDS,1, ,W Unknown,MRDS,2647,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, ,Ag, , , , , , , , , , , , 
171,MRDS_101,MRDS_101, , ,Granite Mountain Placer Claim, ,USA,Montana,Madison,45.566563475700001,-111.967517471999997,Site,Prospect,MRDS,1, ,Placer,MRDS,2647,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Ag, W, Au, Mn, Zr", , , , , , , , , , , , , , 
172,MRDS_103,MRDS_103, , ,Grant Mine, ,USA,Montana,Madison,45.580493476299999,-111.985247466000004,Site,Prospect,MRDS,1, ,W Unknown,MRDS,2647,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,Ag, ,"Zn, W, Pb, Au, Cu", , , , , , , , , , , , 
173,MRDS_104,MRDS_104,Cretaceous GFTZ,Northern Boulder,Greenhorn Cr,Evans Jones Placer; Skelly And Davis Gulches,USA,Montana,Lewis and Clark,46.658223398600001,-112.193937208999998,Site,Past Producer,MRDS,2, ,Placer,MRDS,2381,1350.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8656,0.000000000000000,Ysh,Shepard Formation,Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , ,Au,W, , , , , ,"Gold, Scheelite", , , , , , , 
174,MRDS_107,IGS_46; MRDS_107,Cretaceous GFTZ,Thompson Creek,Greyhound Ridge,Thompson Creek,USA,Idaho,Custer,44.319883832099997,-114.565917175999999,Site,Unknown,MRDS,1, ,W Unknown,MRDS,896,1480.000000000000000,Kgap,"Cretaceous leucogranite, aplite, and pegmatite",plutonic,"leucogranite, aplite, pegmatite, granophyre, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2519,0.000000000000000,Pzsr,Salmon River assemblage,Paleozoic,metamorphosed siliciclastic and carbonate sedimentary rocks, , , , , , , , , , ,"W, Pb, Au, Ag", ,"Au, W, Pb, Ag", , , , , , , , , , 
175,MRDS_11,IGS_15; MRDS_11, , ,B. E. & L. Prospect,B.E.&L.,USA,Idaho,Valley,44.279873919800004,-115.470137007999995,Site,Past Producer,MRDS,1, ,W Unknown,MRDS,903,0.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , ,W, ,W, , , , , , , , , , 
176,MRDS_110,MBMG_58; MRDS_110,Cretaceous GFTZ,Philipsburg,Gyp Prospect, ,USA,Montana,Deer Lodge,46.177083540900000,-113.228397091000005,Site,Unknown,MRDS,1, ,Vein/replacement,MRDS,1889,506.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7767,0.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , ,W, , , , ,W, , , , ,None, , , , 
177,MRDS_112,MBMG_174; MRDS_112,Cretaceous GFTZ,Philipsburg,Hanson Meloy Prospect, ,USA,Montana,Deer Lodge,46.162083541599998,-113.223397094999996,Site,Prospect,MRDS,1, ,W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,7782,0.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,Ag, ,W, , ,"Ag, W", , , , ,None, , , , 
178,MRDS_115,MBMG_102; MRDS_115, , ,Heavystone No. 1 & 2, ,USA,Montana,Broadwater,46.242093374200003,-111.552747428000004,Site,Unknown,MRDS,1, ,W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, , , , ,W, , , , , , , , , 
179,MRDS_117,MRDS_117; SPANSKI_74, ,Philipsburg,Henderson Gulch Placer,Henderson,USA,Montana,Granite,46.501553516199998,-113.262577018000002,Site,Past Producer,MRDS,2, ,Placer,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,7553,879.000000000000000,Yshsn,"Shepard Formation and Snowslip Formation, undivided",Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , ,"Au, W","Sand and gravel, Construction", , , , , ,"Gold, Scheelite", , ,"102 tons concentrate 63% WO3, Au and W $940,000", , , , 
180,MRDS_118,MRDS_118,Cretaceous GFTZ,Philipsburg,Henderson Mine,H & H Mines; Henderson Gulch Mine,USA,Montana,Granite,46.483183522899999,-113.314007011000001,Site,Past Producer,MRDS,1, ,Porphyry/stockwork,MRDS,1700,617.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7536,69.000000000000000,Yshsn,"Shepard Formation and Snowslip Formation, undivided",Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , ,W, ,Au, , , , , , , , , , , , 
181,MRDS_119,MRDS_119,Cretaceous GFTZ, ,Hi Dakota, ,USA,Montana,Beaverhead,45.350483596700002,-113.032777292000006,Site,Unknown,MRDS,1, ,W Unknown,MRDS,2606,0.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, , , , , , , , , , , , , , 
182,MRDS_12,MRDS_12, , ,"Ben Franklin,Sarsfield,Sheridan C",Ben Franklin; Laims; Sheridan,USA,Montana,Judith Basin,46.927703211800001,-110.528027511999994,Site,Past Producer,MRDS,1, ,W Unknown,MRDS,2752,0.000000000000000, , , , , , ,Tgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Cenozoic - Tertiary,Tertiary,499,176.000000000000000, , , , ,MDtm;0,"Three Forks through Maywood Formation: Three Forks, Jefferson, and Maywood Formations or Palliser and Alexo Formations, and Fairholme Group in northwestern Montana near Canadian border",Limestone,Dolostone,Shale,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Carboniferous - Early-Mississippian - Tournaisian,Phanerozoic - Paleozoic - Devonian - Late-Devonian - Famennian, , ,"Cu, Au, Fe, Ag, W", , , , , , ,"Chalcopyrite, Gold, Magnetite, Malachite, Tenorite", , , , , 
183,MRDS_121,KLEIN_118; MBMG_177; MRDS_121, , ,Hidden Treasure Mine,Hidden Treasure Mine / Group,USA,Montana,Granite,46.592663541400000,-113.598136929999995,Site,Producer,MRDS,1, ,Au-W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Au, W", , ,"Au, W", ,"Au, W", ,Gold, , , , , , , 
184,MRDS_122,KLEIN_119; MBMG_119; MRDS_122,Cretaceous GFTZ, ,Higgins Prospect,Higgins,USA,Montana,Powell,46.868483445999999,-112.866697023000000,Site,Past Producer,MRDS,1, ,Au-W Unknown,MRDS,2358,0.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8447,124.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,Au, ,W,"Au, Ag, Pb, W", ,"Au, W", , , , , , , , , 
185,MRDS_123,MBMG_73; MRDS_123, , ,High Line, ,USA,Montana,Beaverhead,44.981793642400000,-113.166677333999999,Site,Unknown,MRDS,1, ,W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, ,Fe, , ,"W, Fe", , , , , , , , , 
186,MRDS_124,KLEIN_120; MRDS_124,Cretaceous GFTZ,Philipsburg,Hilltop Prospect, ,USA,Montana,Granite,46.100443554999998,-113.304227089999998,Site,Occurrence,MRDS,1, ,Vein/replacement,MRDS,1987,1992.000000000000000,Kqdt,Cretaceous quartz diorite-tonalite suite,plutonic,"quartz diorite, tonalite, trondhjemite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7810,0.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , ,"W, Ag","Cu, Pb, Zn","Cr, Sb, As, Ca","W, Ag, Cu, Pb, Zn", , , , ,Quartz, ,None, , , , 
187,MRDS_126,KLEIN_121; MRDS_126,Cretaceous GFTZ, ,Hobby Horse Mine, ,USA,Montana,Powell,46.862383446800003,-112.867567023999996,Site,Past Producer,MRDS,2, ,Au-W Unknown,MRDS,2358,228.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8447,0.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,"Au, Ag",Pb,W,"Au, Ag, Pb, W", , , ,"Galena, Gold, Scheelite","Iron, Pyrite, Quartz", , , , , , 
188,MRDS_127,MRDS_127,Cretaceous GFTZ,Philipsburg,Ho Claims, ,USA,Montana,Granite,46.437683502900001,-113.071197071000000,Prospect,Prospect,MRDS,3, ,Skarn,MRDS,2459,0.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8910,827.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , ,W, ,Cu, , , , , , , , , , , , 
189,MRDS_128,DMEA_21; KLEIN_149; MBMG_168; MBMG_186; MRDS_128; MRDS_217; MRDS_218,Cretaceous GFTZ, ,Hopkins Prospect,Hopkins Placer; New Progress and Old Timer; New Progress and Old Timer Claims; New Progress-Old Time; Ogden Mtn; Ogden Mountain Placer; Western Mines,USA,Montana,Powell,46.871583442800002,-112.837597028999994,Prospect,"Unknown, Occurrence",MRDS,3,""tactite"" mentioned in literature,"W Unknown, Placer, Au-W Unknown",MRDS,2358,68.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8447,0.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,"W, Au", ,"Cu, Ag, W",W, ,"W, Cu, Ag, Au",W,Scheelite, , , , , , , 
190,MRDS_129,IGS_10; KLEIN_17; MRDS_129, , ,Horsefly Prospect, ,USA,Idaho,Valley,44.378773924100003,-115.604546964999997,Site,Occurrence,MRDS,1, ,Vein-wolframite,MRDS,805,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , ,W,"W, Ag, Cu, Pb",W, , ,Wolframite,Quartz, , , , , , 
191,MRDS_13,KLEIN_71; MBMG_152; MRDS_13,Cretaceous GFTZ,Philipsburg,Ben G Prospect,Berg,USA,Montana,Deer Lodge,46.216823530600003,-113.150897099000005,Prospect,Occurrence,MRDS,3, ,Skarn,MRDS,1863,767.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7734,0.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,W, , ,W, ,W, ,Scheelite, , , , , , , 
192,MRDS_130,IGS_88; MRDS_130,Cretaceous GFTZ,Yellow Pine,Hunky Dory, ,USA,Idaho,Valley,45.114573839800002,-115.384046870000006,Site,Occurrence,MRDS,1, ,Au-W Unknown,MRDS,433,433.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1431,1155.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,Au, ,"W, Ag", ,"Ag, Au, W", , , , , , , , , , 
193,MRDS_131,IGS_67; MRDS_131, , ,Ida Tungsten,Idaho,USA,Idaho,Lemhi,44.533483730500002,-113.675587312999994,Site,Unknown,MRDS,1, ,W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , ,"W, Ag, Au", ,"Ag, W, Au", , , , , , , , , , 
194,MRDS_133,IGS_78; MRDS_133,Cretaceous GFTZ,Yellow Pine,Independence,Hennessey Camp; Independence Prospect; Tungsten Group,USA,Idaho,Valley,45.153773837400003,-115.393146861000005,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,420,76.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1420,198.000000000000000,Zms,Moores Station Formation,Late Proterozoic,metamorphosed carbonate and siliciclastic sedimentary rocks, , , , , , , , , , ,"W, Ag, Hg, Au", ,"F, Au, Cu, Ag, Be, Zn, W, Hg, Pb", , , , , , , , , , 
195,MRDS_134,MRDS_134, , ,Independent, ,USA,Montana,Madison,45.596003467099997,-111.899737481000003,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,2647,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,"W, Au, Ag, Cu, Pb, Fe", , , , , , , , , , , , , , 
