country,ms_uri,source_id,record_id,state_or_province,location,crs,other_names,site_name,commodity,deposit_type,link_method,longitude,latitude,GroupID
France,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079656,https://mrdata.usgs.gov/mrds,10079656,"",POINT (164.7485299999999881 -21.3468999999999980),EPSG:4326,"",Kopeto,"",Laterite nickel,GEO,164.74853,-21.3469,https://mrdata.usgs.gov/mrds490
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307845,https://mrdata.usgs.gov/mrds,10307845,Alaska,POINT (-154.4018299999999897 62.1584599999999909),EPSG:4326,"",Reger Pyrrhotite,"pper,Iron,",U-M conduit nickel-copper- PGE,GEO,-154.40183,62.15846,https://mrdata.usgs.gov/mrds491
China,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256199,https://mrdata.usgs.gov/mrds,10256199,"",POINT (102.4997199999999964 30.4987700000000004),EPSG:4326,Paohsing,"",",pper,","Epizonal orogenic antimony ± gold,Vein five-element",GEO,102.49972,30.49877,https://mrdata.usgs.gov/mrds492
Philippines,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280185,https://mrdata.usgs.gov/mrds,10280185,"",POINT (125.3692199999999843 9.5206699999999991),EPSG:4326,Nonoc Island Mine,Surigao,"Iron,balt,,Water",Laterite nickel,GEO,125.36922,9.52067,https://mrdata.usgs.gov/mrds493
Philippines,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001695,https://mrdata.usgs.gov/mrds,60001695,"",POINT (125.6159100000000137 9.8506400000000003),EPSG:4326,"",Surigao,"Iron,,balt",Laterite nickel,GEO,125.61591,9.85064,https://mrdata.usgs.gov/mrds493
Philippines,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304015,https://mrdata.usgs.gov/mrds,10304015,"",POINT (125.4825100000000049 9.7839399999999976),EPSG:4326,"",Surigao,"","Black shale nickel ± Mo- PGE,Laterite nickel,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",GEO,125.48251,9.78394,https://mrdata.usgs.gov/mrds493
Philippines,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000606,https://mrdata.usgs.gov/mrds,60000606,"",POINT (125.6159100000000137 9.8506400000000003),EPSG:4326,"Nonoc,Marinduque,Surigao Mineral Reservation (Parcel Ii),Awasan",Surigao,"balt,Iron,",Laterite nickel,GEO,125.61591,9.85064,https://mrdata.usgs.gov/mrds493
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10089071,https://mrdata.usgs.gov/mrds,10089071,Idaho,POINT (-116.2093600000000180 48.9098699999999980),EPSG:4326,Tilly Mine,Tilley,"Gold,,,,Silver,pper","Orogenic silver-lead- zinc-copper- antimony,Siliciclastic-mafic zinc-lead",GEO,-116.20936,48.90987,https://mrdata.usgs.gov/mrds494
Russia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303737,https://mrdata.usgs.gov/mrds,10303737,"",POINT (30.5036199999999944 69.4152200000000192),EPSG:4326,"",Zapadny,",pper","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",GEO,30.50362,69.41522,https://mrdata.usgs.gov/mrds495
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308452,https://mrdata.usgs.gov/mrds,10308452,Alaska,POINT (-152.0808499999999981 62.8885300000000100),EPSG:4326,"",Unnamed (near Heart Mtn),"pper,","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",GEO,-152.08085,62.88853,https://mrdata.usgs.gov/mrds496
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128671,https://mrdata.usgs.gov/mrds,10128671,Oregon,POINT (-123.4447600000000023 42.9601200000000034),EPSG:4326,"",Mountain Upper Occur,"","Ophiolite nickel-copper-PGE,Vein ± replacement nickel",GEO,-123.44476,42.96012,https://mrdata.usgs.gov/mrds497
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131042,https://mrdata.usgs.gov/mrds,10131042,Washington,POINT (-120.6417700000000082 47.4229199999999906),EPSG:4326,Culver Gulch,Gold Bond,"","Black shale nickel ± Mo- PGE,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",GEO,-120.64177,47.42292,https://mrdata.usgs.gov/mrds498
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069962,https://mrdata.usgs.gov/mrds,10069962,Idaho,POINT (-116.3960699999999662 48.9662700000000015),EPSG:4326,"",Trust mpany,",Silver,pper,Gold",Vein five-element,GEO,-116.39607,48.96627,https://mrdata.usgs.gov/mrds499
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082833,https://mrdata.usgs.gov/mrds,10082833,Minnesota,POINT (-92.1051800000000043 47.4708299999999923),EPSG:4326,"",Skibo,"Iron,, ,,,,pper","U-M intrusion nickel-copper- PGE,U-M layered intrusion iron-titanium- vanadium,U-M layered intrusion nickel- copper-PGE",GEO,-92.10518,47.47083,https://mrdata.usgs.gov/mrds500
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088867,https://mrdata.usgs.gov/mrds,10088867,Washington,POINT (-122.1773500000000183 48.3920299999999983),EPSG:4326,"",Walker Valley,"","Ophiolite nickel-copper-PGE,Vein ± replacement nickel",GEO,-122.17735,48.39203,https://mrdata.usgs.gov/mrds501
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10302090,https://mrdata.usgs.gov/mrds,10302090,Washington,POINT (-122.1670400000000143 48.3951100000000025),EPSG:4326,"",Walker Valley,"","Anorthosite conduit nickel- copper-PGE,Laterite nickel,U-M conduit nickel-copper- PGE,Vein ± replacement nickel",GEO,-122.16704,48.39511,https://mrdata.usgs.gov/mrds501
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001106,https://mrdata.usgs.gov/mrds,10001106,Alaska,POINT (-145.7832899999999938 63.3399399999999986),EPSG:4326,"",Bee,",Silver,,pper,Gold","Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,Vein ± replacement nickel",GEO,-145.78329,63.33994,https://mrdata.usgs.gov/mrds502
Canada,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038435,https://mrdata.usgs.gov/mrds,10038435,Ontario,POINT (-81.3683999999999799 46.5177699999999987),EPSG:4326,"Ltd,International Nickel Co,of Canada",Vermilion,",pper,Gold,,,,","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE",GEO,-81.3684,46.51777,https://mrdata.usgs.gov/mrds503
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10145490,https://mrdata.usgs.gov/mrds,10145490,Maine,POINT (-68.7854599999999863 44.6302499999999966),EPSG:4326,"",Snow,",,Silver,,Gold",Hypozonal orogenic gold,GEO,-68.78546,44.63025,https://mrdata.usgs.gov/mrds504
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10269946,https://mrdata.usgs.gov/mrds,10269946,Montana,POINT (-112.5105799999999903 45.4909999999999997),EPSG:4326,Beaver Phosphate,Beaverhead Rock Hogback Area,"Gadolinium,Neodymium,Europium,,Yttrium,Cerium,Lanthanum,Terbium,Samarium,,, ,,Dysprosium,Thulium,Erbium,Holmium,,Praseodymium,Lutetium,Ytterbium",Phosphorite,GEO,-112.51058,45.491,https://mrdata.usgs.gov/mrds505
Zimbabwe,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280437,https://mrdata.usgs.gov/mrds,10280437,"",POINT (30.0013700000000014 -19.6969199999999987),EPSG:4326,"",Selukwe,",,pper,","U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,30.00137,-19.69692,https://mrdata.usgs.gov/mrds506
Canada,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039339,https://mrdata.usgs.gov/mrds,10039339,Quebec,POINT (-78.7413599999999860 47.5083199999999977),EPSG:4326,"",Gange,",pper, elements","Anorthosite conduit nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",GEO,-78.74136,47.50832,https://mrdata.usgs.gov/mrds507
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041402,https://mrdata.usgs.gov/mrds,10041402,Washington,POINT (-118.0736199999999769 48.6462399999999988),EPSG:4326,"",Morning Star,"",Vein ± replacement nickel,GEO,-118.07362,48.64624,https://mrdata.usgs.gov/mrds508
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131913,https://mrdata.usgs.gov/mrds,10131913,Washington,POINT (-118.0705200000000019 48.6462500000000020),EPSG:4326,"",Morning Star,"","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,Vein ± replacement nickel",GEO,-118.07052,48.64625,https://mrdata.usgs.gov/mrds508
Australia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000616,https://mrdata.usgs.gov/mrds,60000616,Western Australia,POINT (121.7908900000000187 -31.3682800000000022),EPSG:4326,"",Jan (St,"Silver,,pper,,balt,,Gold,",Komatiite nickel-copper-PGE,GEO,121.79089,-31.36828,https://mrdata.usgs.gov/mrds509
Australia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000617,https://mrdata.usgs.gov/mrds,60000617,Western Australia,POINT (121.7491900000000129 -31.3446800000000039),EPSG:4326,"",Ives ),"Silver,,pper,balt,Gold,,,",Komatiite nickel-copper-PGE,GEO,121.74919,-31.34468,https://mrdata.usgs.gov/mrds509
Canada,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039300,https://mrdata.usgs.gov/mrds,10039300,Manitoba,POINT (-95.5086600000000061 50.4763900000000021),EPSG:4326,"",Ore Fault,"pper,, elements","Anorthosite conduit nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE",GEO,-95.50866,50.47639,https://mrdata.usgs.gov/mrds510
Australia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009881,https://mrdata.usgs.gov/mrds,10009881,"",POINT (130.9990999999999985 -12.9972399999999979),EPSG:4326,"",Rum Jungle Field,"Silver,pper,balt,,,,","Black shale uranium,Sandstone uranium,Supergene uranium,Unconformity- related uranium",GEO,130.9991,-12.99724,https://mrdata.usgs.gov/mrds511
Australia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10142323,https://mrdata.usgs.gov/mrds,10142323,Western Australia,POINT (121.7491999999999734 -30.2461300000000044),EPSG:4326,"",Stia,",pper","Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",GEO,121.7492,-30.24613,https://mrdata.usgs.gov/mrds512
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10227995,https://mrdata.usgs.gov/mrds,10227995,Washington,POINT (-120.9608799999999746 47.5151200000000031),EPSG:4326,"",Excelsior,",Gold,Silver","Hypozonal orogenic gold,Oxidized intrusion- related gold,Vein ± replacement nickel",GEO,-120.96088,47.51512,https://mrdata.usgs.gov/mrds513
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270659,https://mrdata.usgs.gov/mrds,10270659,Montana,POINT (-112.4194899999999819 46.5632000000000019),EPSG:4326,"",Elliston Area,"Samarium, ,Ytterbium,,,Lutetium,Lanthanum,Thulium,Holmium,Cerium,Terbium,Gadolinium,Erbium,,,Praseodymium,Neodymium,Yttrium,Europium,Dysprosium,",Phosphorite,GEO,-112.41949,46.5632,https://mrdata.usgs.gov/mrds514
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147263,https://mrdata.usgs.gov/mrds,10147263,Missouri,POINT (-90.3092999999999790 37.6400599999999983),EPSG:4326,"",Unknown,"balt,,pper,","Black shale nickel ± Mo- PGE,Vein cobalt ± Ni",GEO,-90.3093,37.64006,https://mrdata.usgs.gov/mrds515
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10219936,https://mrdata.usgs.gov/mrds,10219936,Missouri,POINT (-90.2606999999999857 37.5511699999999990),EPSG:4326,"",pper balt,"pper,,,,balt","Irish-type sediment- hosted zinc- lead,Sandstone-hosted zinc-lead",GEO,-90.2607,37.55117,https://mrdata.usgs.gov/mrds515
Brazil,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069035,https://mrdata.usgs.gov/mrds,10069035,Bahia,POINT (-39.1322399999999959 -9.9145399999999988),EPSG:4326,"",Canudos pper,"pper,","U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-39.13224,-9.91454,https://mrdata.usgs.gov/mrds516
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10274540,https://mrdata.usgs.gov/mrds,10274540,Oregon,POINT (-123.8528600000000210 42.0442200000000028),EPSG:4326,Cedar Springs,Cedar Springs Laterite,",balt,",Laterite nickel,GEO,-123.85286,42.04422,https://mrdata.usgs.gov/mrds517
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097038,https://mrdata.usgs.gov/mrds,10097038,Oregon,POINT (-123.8528299999999973 42.0442599999999942),EPSG:4326,"",Cedar Springs Laterite,",,balt",Laterite nickel,GEO,-123.85283,42.04426,https://mrdata.usgs.gov/mrds517
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033769,https://mrdata.usgs.gov/mrds,10033769,California,POINT (-123.9305899999999951 41.7814899999999909),EPSG:4326,"","","",Laterite nickel,GEO,-123.93059,41.78149,https://mrdata.usgs.gov/mrds518
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10138628,https://mrdata.usgs.gov/mrds,10138628,California,POINT (-123.8655499999999847 41.8915199999999999),EPSG:4326,"Gtr Nos 1-18,Wonder Mine","",",balt,","Black shale nickel ± Mo- PGE,Laterite nickel,Ophiolite chromium,Vein ± replacement nickel",GEO,-123.86555,41.89152,https://mrdata.usgs.gov/mrds518
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232275,https://mrdata.usgs.gov/mrds,10232275,Oregon,POINT (-123.7067600000000027 42.2240200000000030),EPSG:4326,Bear Placers Inc,"","Gold,,Iron, elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold",GEO,-123.70676,42.22402,https://mrdata.usgs.gov/mrds518
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067572,https://mrdata.usgs.gov/mrds,10067572,California,POINT (-123.9880999999999887 41.8784299999999945),EPSG:4326,"","","",Laterite nickel,GEO,-123.9881,41.87843,https://mrdata.usgs.gov/mrds518
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10242402,https://mrdata.usgs.gov/mrds,10242402,Kentucky,POINT (-88.1447299999999956 37.3194700000000026),EPSG:4326,Bryant Adit,Bryant,",,balt",Vein cobalt ± Ni,GEO,-88.14473,37.31947,https://mrdata.usgs.gov/mrds519
Russia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279576,https://mrdata.usgs.gov/mrds,10279576,"",POINT (58.5012899999999831 51.2479699999999951),EPSG:4326,"Akkermanovka,Southern Urals,Sakhara,Ajdarbak,Buruktal,Ajdyrlja,Chalilovo",Orsk,"","Black shale nickel ± Mo- PGE,Laterite nickel,Vein ± replacement nickel",GEO,58.50129,51.24797,https://mrdata.usgs.gov/mrds520
Australia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039201,https://mrdata.usgs.gov/mrds,10039201,"",POINT (121.7991800000000211 -31.4960800000000027),EPSG:4326,"",Tramways,"pper,Gold,,,","Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE",GEO,121.79918,-31.49608,https://mrdata.usgs.gov/mrds521
Guatemala,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10057279,https://mrdata.usgs.gov/mrds,10057279,"",POINT (-89.4745000000000061 14.5239199999999986),EPSG:4326,"",Brenes,",,balt","Crust manganese,Nodule manganese,Replacement manganese,Supergene manganese",GEO,-89.4745,14.52392,https://mrdata.usgs.gov/mrds522
Zimbabwe,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039064,https://mrdata.usgs.gov/mrds,10039064,"",POINT (28.9013700000000000 -19.6469300000000011),EPSG:4326,"",Inyati Damba,",","Anorthosite conduit nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE",GEO,28.90137,-19.64693,https://mrdata.usgs.gov/mrds523
Russia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024530,https://mrdata.usgs.gov/mrds,10024530,"",POINT (60.3014099999999900 56.7645600000000030),EPSG:4326,Rezh and Ufaley Smelters,Yuzhuralnickel,"balt,,Iron","Black shale nickel ± Mo- PGE,Laterite nickel,Vein ± replacement nickel",GEO,60.30141,56.76456,https://mrdata.usgs.gov/mrds524
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033780,https://mrdata.usgs.gov/mrds,10033780,California,POINT (-121.1738299999999953 40.0373699999999957),EPSG:4326,"",Red Hill Lookout,"",Laterite nickel,GEO,-121.17383,40.03737,https://mrdata.usgs.gov/mrds525
Mexico,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10049097,https://mrdata.usgs.gov/mrds,10049097,Sonora,POINT (-111.5367999999999995 29.8932399999999987),EPSG:4326,"",El Telote,",,,,,,Silver,pper",Skarn zinc-lead-silver,GEO,-111.5368,29.89324,https://mrdata.usgs.gov/mrds526
Mexico,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206269,https://mrdata.usgs.gov/mrds,10206269,Sonora,POINT (-111.5367899999999821 29.8932800000000043),EPSG:4326,"",El Telote,",,,,,pper,Silver,",Vein five-element,GEO,-111.53679,29.89328,https://mrdata.usgs.gov/mrds526
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10213258,https://mrdata.usgs.gov/mrds,10213258,California,POINT (-120.7362900000000110 36.3763399999999919),EPSG:4326,"",Magnesium,"","Ophiolite nickel-copper-PGE,Vein ± replacement nickel",GEO,-120.73629,36.37634,https://mrdata.usgs.gov/mrds527
Cuba,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133565,https://mrdata.usgs.gov/mrds,10133565,"",POINT (-74.9496800000000007 20.7005699999999990),EPSG:4326,"Freeport Plant,Moa Bay PlantMoa Bay",Moa Bay balt Plant,"balt,",Laterite nickel,GEO,-74.94968,20.70057,https://mrdata.usgs.gov/mrds528
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307708,https://mrdata.usgs.gov/mrds,10307708,Alaska,POINT (-152.9259999999999593 64.1035399999999953),EPSG:4326,"",Sischu Mountain,"Gold,,,,Zirnium,pper,,,,,","",GEO,-152.926,64.10354,https://mrdata.usgs.gov/mrds529
Canada,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038423,https://mrdata.usgs.gov/mrds,10038423,Ontario,POINT (-80.9111599999999811 46.6713799999999992),EPSG:4326,"",Maclennan,",Gold,pper,,Silver","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,Vein ± replacement nickel",GEO,-80.91116,46.67138,https://mrdata.usgs.gov/mrds530
Philippines,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069679,https://mrdata.usgs.gov/mrds,10069679,"",POINT (120.0243200000000030 15.6500699999999995),EPSG:4326,"",Mount Lanat,"","Laterite nickel,Vein ± replacement nickel",GEO,120.02432,15.65007,https://mrdata.usgs.gov/mrds531
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048466,https://mrdata.usgs.gov/mrds,10048466,Minnesota,POINT (-91.6737799999999794 47.8216699999999975),EPSG:4326,Filson Creek,South Filson,",balt,,pper,Silver,,Gold","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE",GEO,-91.67378,47.82167,https://mrdata.usgs.gov/mrds532
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308989,https://mrdata.usgs.gov/mrds,10308989,Alaska,POINT (-131.3157400000000052 54.9227399999999975),EPSG:4326,"",Duke Island,"elements,,,pper,Iron",Arc U-M intru- sion nickel- copper-PGE,GEO,-131.31574,54.92274,https://mrdata.usgs.gov/mrds533
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038112,https://mrdata.usgs.gov/mrds,10038112,Alaska,POINT (-131.3422999999999945 54.9080700000000022),EPSG:4326,"",Duke Island,",,pper,,Iron,","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",GEO,-131.3423,54.90807,https://mrdata.usgs.gov/mrds533
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101671,https://mrdata.usgs.gov/mrds,10101671,Montana,POINT (-111.6891700000000043 44.5665799999999948),EPSG:4326,Centennial Mountain District,Centennial Phosphate,",Holmium, ,Yttrium,,Erbium,Dysprosium,Europium,Terbium,Lutetium,Thulium,Cerium,Ytterbium,Samarium,,,Neodymium,Praseodymium,Gadolinium,Lanthanum,",Phosphorite,GEO,-111.68917,44.56658,https://mrdata.usgs.gov/mrds534
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10269942,https://mrdata.usgs.gov/mrds,10269942,Nevada,POINT (-114.1680099999999953 36.6132899999999921),EPSG:4326,"Virgin Mountains Isa,East No5,51-57",51 57,"pper,,","",GEO,-114.16801,36.61329,https://mrdata.usgs.gov/mrds535
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10136099,https://mrdata.usgs.gov/mrds,10136099,Alaska,POINT (-145.4028599999999756 64.7261100000000056),EPSG:4326,"Rabbit Foot,Yellow Dog,Salcha River Chromite,Nickel King,Nickel Queen,Big Boy,War Baby",Ricks Hill,"Gold,pper,,,,,Silver,","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE",GEO,-145.40286,64.72611,https://mrdata.usgs.gov/mrds536
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10252562,https://mrdata.usgs.gov/mrds,10252562,Washington,POINT (-121.3804199999999867 48.5940200000000075),EPSG:4326,"",Alvard,"","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE",GEO,-121.38042,48.59402,https://mrdata.usgs.gov/mrds537
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10276938,https://mrdata.usgs.gov/mrds,10276938,Washington,POINT (-120.6619700000000108 47.4754199999999997),EPSG:4326,"",Garnierite,"","Ophiolite nickel-copper-PGE,Vein ± replacement nickel",GEO,-120.66197,47.47542,https://mrdata.usgs.gov/mrds538
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10299597,https://mrdata.usgs.gov/mrds,10299597,Pennsylvania,POINT (-76.1015400000000000 39.9153199999999941),EPSG:4326,"",John Bleacher Farm,",,Gold","Black shale nickel ± Mo- PGE,Impact U-M intrusion nickel- copper-PGE",GEO,-76.10154,39.91532,https://mrdata.usgs.gov/mrds539
South Africa,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280755,https://mrdata.usgs.gov/mrds,10280755,"",POINT (30.1000099999999975 -24.8258499999999991),EPSG:4326,Rhodium Reefs,Vale,",Gold,,,,,pper,,","U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",GEO,30.10001,-24.82585,https://mrdata.usgs.gov/mrds540
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078712,https://mrdata.usgs.gov/mrds,10078712,Utah,POINT (-109.7218199999999939 38.8205399999999941),EPSG:4326,"",balt,"pper,,,balt,,,Silver","Black shale uranium,Carbonate uranium,Iron oxide uranium,Supergene uranium",GEO,-109.72182,38.82054,https://mrdata.usgs.gov/mrds541
South Africa,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000592,https://mrdata.usgs.gov/mrds,60000592,"",POINT (26.9217499999999959 -25.3249499999999976),EPSG:4326,Pilanesberg Nickel Mine,Vlakfontein,",pper","U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,26.92175,-25.32495,https://mrdata.usgs.gov/mrds542
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10271378,https://mrdata.usgs.gov/mrds,10271378,Nevada,POINT (-116.6676100000000105 39.0832300000000004),EPSG:4326,"",Kinne,"","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,Vein ± replacement nickel",GEO,-116.66761,39.08323,https://mrdata.usgs.gov/mrds543
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070519,https://mrdata.usgs.gov/mrds,10070519,Idaho,POINT (-114.3520299999999850 45.1226899999999915),EPSG:4326,Bryan Claim,Bryan lumbus,"balt,Gold,,pper","Vein cobalt ± Ni,Vein five-element",GEO,-114.35203,45.12269,https://mrdata.usgs.gov/mrds544
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158301,https://mrdata.usgs.gov/mrds,10158301,"",POINT (20.0018600000000006 41.9987700000000004),EPSG:4326,Macedonia,Macedonia,"","Black shale nickel ± Mo- PGE,Laterite nickel,Ophiolite nickel-copper-PGE",GEO,20.00186,41.99877,https://mrdata.usgs.gov/mrds545
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209937,https://mrdata.usgs.gov/mrds,10209937,Alaska,POINT (-154.3834400000000073 62.1744600000000034),EPSG:4326,"Copper Monger 1,Pegmatite Creek 1-3",Manchoy 1 10,"Iron,","Hematite- dominant IOA,Iron oxide poly- metallic,Vein ± replacement nickel",GEO,-154.38344,62.17446,https://mrdata.usgs.gov/mrds546
Russia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182794,https://mrdata.usgs.gov/mrds,10182794,"",POINT (93.6832699999999789 51.1144800000000004),EPSG:4326,Khoruaksy,Khovuaksy,",pper,balt,","Vein cobalt ± Ni,Vein five-element",GEO,93.68327,51.11448,https://mrdata.usgs.gov/mrds547
China,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206630,https://mrdata.usgs.gov/mrds,10206630,Liaoning,POINT (124.4989800000000031 42.4982099999999932),EPSG:4326,Wanpaopen Deposit,Wanpaopen,"pper,","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",GEO,124.49898,42.49821,https://mrdata.usgs.gov/mrds548
Chile,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106978,https://mrdata.usgs.gov/mrds,10106978,"",POINT (-70.0428799999999967 -20.2892599999999952),EPSG:4326,"",Santa Rosa,",,,Silver,balt,pper","Orogenic silver-lead- zinc-copper- antimony,Vein five-element",GEO,-70.04288,-20.28926,https://mrdata.usgs.gov/mrds549
